"","sgCtrl_g1_rep1","sgCtrl_g1_rep2","sgCtrl_g1_rep3","sgCtrl_g2_rep1","sgCtrl_g2_rep2","sgCtrl_g2_rep3","sgNfe2l1_g1_rep1","sgNfe2l1_g1_rep2","sgNfe2l1_g1_rep3","sgNfe2l1_g2_rep1","sgNfe2l1_g2_rep2","sgNfe2l1_g2_rep3","sgNfe2l2_g1_rep1","sgNfe2l2_g1_rep2","sgNfe2l2_g1_rep3","sgNfe2l2_g2_rep1","sgNfe2l2_g2_rep2","sgNfe2l2_g2_rep3","doubleKO_g1_rep1","doubleKO_g1_rep2","doubleKO_g1_rep3","doubleKO_g2_rep1","doubleKO_g2_rep2","doubleKO_g2_rep3"
"Cga",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"Platr9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mob3b",12,24,15,15,14,18,42,10,25,20,17,13,82,10,53,56,23,44,24,23,19,18,18,23
"Gm12364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ifnk",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"C9orf72",7,10,23,11,15,18,16,6,10,16,18,12,40,13,25,49,21,30,12,13,17,8,12,18
"Gm12367",2,1,2,1,0,0,3,0,0,2,0,0,3,0,1,3,1,0,0,0,1,1,1,2
"Lingo2",3,3,4,3,2,3,11,1,4,8,1,2,14,4,7,15,7,9,7,10,6,5,0,6
"Gm12371",0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
"Gm12374",1,0,0,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"Gm12381",0,2,3,1,4,3,5,2,2,3,2,1,6,1,3,9,2,3,2,2,4,1,1,1
"Gm17094",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1700009N14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aco1",12,14,15,9,15,15,26,8,17,19,19,9,50,10,21,41,24,24,20,16,15,12,20,14
"Ddx58",38,109,153,91,144,99,204,68,89,161,115,81,448,111,233,537,195,240,144,147,107,93,93,113
"Topors",5,15,23,11,18,17,29,3,12,20,12,13,51,17,29,56,26,33,15,20,24,12,16,15
"Smim27",5,7,9,7,4,3,13,9,7,12,5,9,16,3,15,17,14,13,9,9,10,10,9,6
"Ndufb6",21,51,80,42,83,79,98,34,45,61,57,45,213,72,124,202,93,107,76,82,79,49,61,67
"4930509K18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4933428C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Aptx",4,15,26,6,25,16,15,6,9,19,14,11,62,19,31,65,26,34,18,18,22,9,14,17
"Dnaja1",9,26,63,29,52,47,57,26,34,47,40,36,179,42,110,202,83,93,66,57,60,43,54,45
"Smu1",23,38,58,31,65,57,76,26,38,72,40,43,212,66,103,217,90,89,57,63,72,67,47,66
"B4galt1",4,21,33,17,34,12,21,8,8,24,21,26,58,22,40,75,31,38,22,29,28,18,15,25
"Spink4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bag1",11,29,36,20,47,27,53,18,24,31,32,23,101,51,68,130,44,57,48,58,37,37,32,38
"Chmp5",35,86,132,71,118,100,127,55,79,144,86,82,397,123,186,481,174,182,135,150,105,140,109,117
"Nfx1",5,8,9,2,10,6,11,4,11,10,7,6,27,9,20,37,13,14,12,15,5,7,6,15
"Aqp7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aqp3",0,0,3,2,1,0,0,0,0,1,1,1,3,0,2,4,0,1,0,0,0,1,1,2
"Nol6",1,0,1,0,0,2,1,4,1,3,1,0,3,1,2,1,0,1,1,0,2,0,1,4
"Ube2r2",14,31,52,28,46,38,81,23,17,44,24,34,151,51,87,177,69,88,48,66,41,29,34,46
"Ubap2",6,14,37,16,18,10,19,7,23,13,9,22,58,27,37,64,21,33,15,19,40,15,21,33
"Dcaf12",14,14,16,10,21,14,16,11,18,16,14,11,74,21,25,81,22,30,17,28,21,18,20,18
"Ubap1",6,23,36,13,26,19,31,7,16,25,19,24,62,20,41,60,25,23,18,28,22,20,14,17
"Kif24",0,2,1,0,2,4,4,2,0,3,2,0,5,5,4,3,3,1,0,4,1,1,3,3
"Nudt2",6,10,42,6,18,21,23,8,14,20,18,12,68,11,35,95,33,35,8,17,15,25,22,12
"Myorg",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1110017D15Rik",0,0,2,1,1,0,0,0,1,3,4,0,3,2,1,1,0,0,1,0,0,0,0,0
"Fam219aos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Fam219a",8,22,37,18,38,13,25,8,18,19,11,15,49,18,28,86,29,33,12,22,19,16,13,18
"Gm12404",0,0,0,0,0,0,1,3,0,3,1,2,3,3,3,1,0,1,0,0,1,0,0,0
"Dnaic1",0,2,1,1,0,0,3,0,1,1,0,0,5,0,0,2,1,0,3,1,0,0,0,0
"Enho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gm12406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm12405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cntfr",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Il11ra1",7,22,14,9,22,17,18,11,21,8,9,14,32,16,33,39,19,16,11,15,22,13,8,25
"Rpp25l",4,6,15,3,5,13,8,2,1,6,7,8,31,11,15,42,5,20,6,9,7,5,5,12
"Dctn3",10,36,51,13,48,38,46,23,22,37,32,25,145,59,69,173,52,68,27,49,40,34,39,46
"Arid3c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sigmar1",2,2,1,0,0,0,6,1,3,3,1,0,2,2,0,1,2,2,1,0,0,1,0,0
"Galt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccl27a",1,2,5,4,2,0,2,0,0,1,0,0,0,2,4,10,1,3,0,0,2,2,0,2
"Gm13307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm21541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm20878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam205a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm3892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm3893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm13304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm13299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gm13306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm13305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm17167",0,2,3,3,2,1,2,2,0,1,0,0,1,1,0,8,2,1,2,3,2,0,2,5
"Ccl21b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm21980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm21953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam205a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm21586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam205a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm10591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccl27b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il11ra2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930578G10Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0
"Gm12395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccl19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccl21a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm12394",0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,1,0,0,0
"Fam205a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam205c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Phf24",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Dnajb5",2,0,4,3,3,0,4,0,2,1,0,1,9,1,2,5,2,3,6,2,3,2,1,2
"1700022I11Rik",0,3,3,0,3,0,1,2,4,2,0,0,11,2,5,14,5,5,3,4,1,2,1,4
"Vcp",8,33,37,29,39,23,31,15,18,30,23,20,93,43,46,98,56,52,20,35,36,23,28,49
"Fancg",0,1,1,1,5,4,1,0,1,1,4,1,5,1,8,10,4,7,4,5,2,4,0,0
"Pigo",1,0,2,5,1,1,0,1,0,2,0,1,3,1,0,1,0,3,0,2,0,1,0,1
"Stoml2",2,8,15,3,7,10,22,4,3,7,8,7,24,10,13,35,13,12,13,18,9,8,7,13
"Fam214b",4,15,36,9,17,10,13,6,6,18,8,12,54,14,30,57,29,31,12,20,28,15,12,17
"Gm26881",0,2,0,2,2,1,1,0,1,2,0,0,5,3,1,7,2,2,1,1,2,1,1,1
"Unc13b",1,3,1,1,1,0,4,0,2,0,0,1,7,2,1,4,3,1,1,1,3,4,2,1
"Atp8b5",0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,5,0,0,0,2,0,0,0,0
"Rusc2",6,6,6,3,9,10,12,5,6,7,2,4,25,7,7,19,11,8,9,10,6,0,6,6
"Fam166b",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tesk1",2,2,6,2,0,5,2,2,2,3,2,2,12,6,12,13,3,1,4,5,1,2,3,3
"Cd72",0,3,4,3,12,12,8,5,6,7,4,2,40,8,28,50,12,24,7,10,14,9,8,8
"Sit1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rmrp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccdc107",0,2,3,1,2,2,3,2,2,3,2,4,6,1,7,13,1,3,3,5,7,3,1,6
"Arhgef39",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
"Gm12454",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"Car9",0,1,5,2,2,0,4,1,2,0,2,1,5,3,3,8,4,6,1,2,0,2,2,6
"Tpm2",0,1,1,0,0,0,1,0,2,0,0,0,1,4,6,4,3,6,0,1,1,5,2,3
"Tln1",12,35,44,26,31,27,33,17,33,36,13,31,102,30,53,89,54,47,37,37,34,18,22,43
"Creb3",3,18,40,11,30,28,23,16,20,19,21,15,96,22,43,82,36,54,34,30,21,48,29,29
"Gba2",0,0,2,0,4,0,0,0,0,2,1,0,6,1,3,5,6,2,2,1,2,1,6,4
"Rgp1",1,4,7,4,4,6,5,3,6,5,7,2,14,6,6,13,9,4,6,4,8,9,3,6
"Msmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm12472",0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0
"Gm12473",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"Spag8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hint2",6,23,38,21,27,31,44,17,22,27,25,21,92,44,38,99,29,50,26,23,39,13,18,36
"Fam221b",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem8b",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0
"Olfr70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olfr71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hrct1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spaar",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Olfr159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olfr156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olfr157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Olfr155",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Reck",3,1,0,1,1,0,2,0,1,0,1,1,3,0,3,4,0,1,1,0,2,0,2,2
"Glipr2",10,16,13,18,19,18,15,5,23,17,7,14,86,25,47,53,41,51,25,21,32,16,19,37
"Ccin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clta",39,77,88,51,88,47,88,30,60,88,60,48,230,101,108,234,138,115,84,129,92,84,84,86
"Gne",1,5,1,0,1,0,0,1,1,2,1,0,6,0,1,7,1,3,2,0,0,0,2,0
"Gm12503",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rnf38",8,12,28,16,18,21,22,7,15,18,16,9,60,18,30,72,24,28,12,22,28,20,18,16
"Melk",0,5,4,2,4,3,3,0,1,2,3,1,16,6,8,16,12,5,4,6,2,4,3,3
"Pax5",0,0,1,1,0,2,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,1,0,0
"Gm12462",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zcchc7",12,21,34,12,25,33,36,16,23,25,15,16,109,20,48,128,26,54,38,29,39,24,20,23
"Gm12678",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"Gm12493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm12679",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0
"Grhpr",0,0,1,1,2,4,0,1,1,1,2,1,5,0,8,4,3,0,1,2,3,0,0,1
"Zbtb5",1,4,15,4,7,4,7,3,4,2,5,4,17,5,13,23,11,12,4,6,9,3,16,10
"1700055D18Rik",1,0,0,1,1,0,0,0,0,3,1,0,2,0,3,0,1,0,1,2,2,2,0,2
"Polr1e",3,4,6,0,5,3,3,4,2,7,3,8,20,7,10,16,5,10,6,1,3,4,3,7
"Fbxo10",0,2,1,0,0,0,0,0,1,3,0,0,1,1,0,2,0,0,0,0,0,2,0,1
"Tomm5",17,35,63,21,62,50,84,24,45,52,37,42,155,69,106,183,87,80,48,79,65,61,45,87
"Frmpd1",0,0,1,0,1,0,1,0,0,0,0,0,2,0,2,1,2,3,0,0,0,0,0,0
"Frmpd1os",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trmt10b",2,7,7,2,9,6,14,2,7,8,8,2,28,6,7,16,12,8,9,4,5,5,4,5
"Exosc3",2,2,9,7,7,7,19,2,7,5,6,4,31,14,17,31,9,13,16,7,10,10,4,9
"Dcaf10",8,11,16,7,18,8,12,2,10,15,8,13,49,14,16,39,18,19,14,12,17,18,17,17
"Slc25a51",2,5,11,4,8,8,9,2,3,3,3,2,17,7,18,18,11,10,11,8,8,5,12,9
"Shb",2,8,16,12,5,7,14,3,4,12,5,12,21,4,17,45,22,12,25,10,6,2,11,10
"Gm12408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gm829",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm12410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm12409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aldh1b1",3,9,17,5,20,17,24,12,10,20,12,9,27,11,20,45,19,18,7,20,12,16,9,11
"Igfbpl1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Stra6l",0,5,1,4,5,2,9,8,3,4,5,3,18,7,9,18,7,7,2,7,5,7,6,1
"Ccdc180",3,0,5,2,4,1,2,2,3,4,1,3,8,5,8,9,5,9,4,3,5,2,3,5
"Tdrd7",10,40,46,36,40,40,34,24,22,40,29,20,114,52,73,152,67,80,42,46,39,30,39,48
"Tmod1",1,1,4,3,1,0,3,5,1,5,2,3,4,1,4,7,11,4,2,5,3,0,3,0
"Tstd2",2,9,17,8,13,10,25,12,7,19,7,7,45,15,17,43,18,18,3,8,7,10,8,12
"Ncbp1",4,6,4,10,8,8,4,3,4,9,3,3,19,12,6,22,8,4,10,5,2,3,7,7
"Xpa",2,1,2,1,0,2,0,3,0,6,2,1,12,0,6,14,5,5,6,4,4,2,0,4
"Gm12446",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"Foxe1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trmo",1,0,3,3,2,0,1,1,0,2,1,2,13,3,8,6,2,4,4,4,0,5,1,3
"Hemgn",0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,1
"Anp32b",42,129,148,45,92,93,110,28,97,76,70,85,224,123,145,250,115,171,82,143,142,84,65,218
"Nans",3,14,16,9,18,14,16,9,7,14,25,13,47,21,19,40,21,26,20,13,16,13,8,11
"Trim14",29,60,73,52,73,49,75,23,45,49,41,32,161,78,95,181,115,79,66,77,74,39,49,57
"Gm16731",0,0,4,2,0,4,2,0,2,3,0,1,4,4,2,6,1,1,3,1,2,0,1,2
"Coro2a",12,52,95,51,70,66,106,41,42,66,51,62,226,81,131,246,91,126,77,89,67,62,57,75
"Tbc1d2",0,4,3,1,0,4,1,0,6,0,1,1,7,5,4,3,2,5,2,2,2,2,1,4
"Gabbr2",0,0,1,0,1,1,3,0,2,0,1,2,2,2,0,2,0,1,1,3,1,0,0,0
"Gm568",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0
"Anks6",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galnt12",0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,2,2,1,0,0,0,0,1,1
"Gm12426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Col15a1",1,0,0,2,1,0,0,0,1,0,0,0,2,3,2,1,0,1,0,0,0,0,0,2
"Tgfbr1",2,2,8,3,9,13,14,2,5,11,5,3,25,6,15,29,9,21,7,8,9,8,7,7
"Alg2",3,4,2,1,4,2,1,3,2,2,4,1,15,5,3,8,2,6,0,4,1,3,0,2
"Sec61b",41,100,111,80,96,116,102,69,93,102,77,54,344,132,226,392,151,221,120,150,119,92,98,164
"Gm12434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr4a3",48,65,93,49,101,76,42,33,41,73,70,38,261,133,155,357,142,164,110,156,129,98,102,123
"Stx17",4,14,11,11,17,10,13,2,4,9,3,9,45,14,9,28,9,11,8,8,8,1,9,12
"Erp44",7,28,32,18,32,28,49,15,28,33,30,20,133,34,63,117,57,59,47,43,32,27,29,38
"Invs",4,1,2,4,1,4,6,0,2,3,4,2,12,4,4,11,4,5,1,6,2,1,2,5
"Tex10",2,4,6,2,6,6,10,3,5,4,5,7,20,4,12,25,17,15,7,6,7,5,3,4
"Msantd3",1,11,7,3,11,11,3,4,6,10,4,6,15,17,15,23,5,8,4,7,9,3,10,7
"Tmeff1",5,9,12,6,10,14,21,12,6,12,10,5,28,15,14,21,22,15,12,19,9,9,7,17
"Cavin4",1,1,1,2,0,2,2,0,0,1,1,2,4,0,2,2,1,0,1,2,1,0,0,1
"Gm12436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Plppr1",0,3,1,2,0,0,3,1,2,0,0,0,3,1,4,1,4,2,2,3,2,0,1,1
"Acnat2",0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Acnat1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"Baat",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"Mrpl50",6,25,53,26,57,40,59,27,28,43,32,22,149,36,66,145,60,55,56,38,25,42,42,38
"Zfp189",2,2,1,0,1,2,1,1,0,0,6,2,5,2,2,3,2,4,2,2,0,3,1,0
"Aldob",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem246",0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Rnf20",8,32,32,12,33,19,43,8,19,29,19,15,82,32,42,87,48,37,23,33,37,18,17,34
"Grin3a",0,0,3,0,1,3,3,2,0,7,3,2,11,4,4,9,2,1,5,5,0,5,1,5
"Ppp3r2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cylc2",0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0
"C630028M04Rik",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"Smc2os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Smc2",7,17,13,10,19,18,10,9,6,13,9,15,75,24,41,81,25,44,18,36,19,28,10,8
"Toporsl",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olfr275",1,2,3,2,1,0,2,1,4,4,0,1,11,3,4,18,8,3,3,3,2,1,1,1
"Olfr273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olfr272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olfr270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Nipsnap3a",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nipsnap3b",4,23,41,27,39,33,57,24,26,40,29,26,125,32,55,118,41,48,32,49,34,30,30,29
"Abca1",10,21,15,13,30,19,45,11,19,24,24,20,74,22,35,75,33,45,18,24,25,17,17,36
"4930412L05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930522O17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AI427809",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm12496",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Slc44a1",28,55,55,48,49,47,71,22,27,48,39,32,148,51,80,175,83,78,55,46,52,39,43,51
"1700060J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fsd1l",3,1,6,2,2,0,6,2,1,1,2,1,6,1,3,12,6,3,3,7,2,1,3,6
"Fktn",1,4,0,3,2,5,5,2,0,5,2,0,10,2,4,9,4,3,2,3,2,3,1,3
"Tal2",1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,2,0,0,2
"Tmem38b",16,48,46,28,42,47,65,17,33,45,26,32,142,42,75,173,66,72,44,45,36,39,33,32
"Gm12484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm29067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm12478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Gm12480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp462",3,2,6,4,6,4,15,4,2,6,3,1,8,4,4,2,4,7,3,2,3,2,1,2
"Gm12514",0,0,1,1,0,0,1,0,1,0,0,2,0,1,0,2,1,3,0,0,0,0,1,0
"Rad23b",6,14,22,13,18,13,21,5,10,17,12,17,42,16,21,47,14,30,10,14,17,17,11,15
"Gm12505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gm12510",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Klf4",4,10,6,10,16,8,22,3,2,4,3,2,34,6,15,48,19,13,6,15,8,8,6,7
"Gm12511",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
"Gm12506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"Gm12519",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310081O03Rik",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Actl7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actl7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elp1",1,4,13,10,5,9,7,5,10,15,5,12,42,10,15,43,6,13,6,13,8,7,10,9
"Abitram",1,1,4,2,3,1,2,3,5,4,0,2,5,2,2,9,4,4,3,3,1,2,0,2
"Ctnnal1",4,4,8,5,4,7,8,2,1,4,4,3,13,4,16,29,7,11,9,3,4,6,3,8
"Tmem245",8,14,14,3,8,10,20,6,8,8,11,10,31,12,30,35,16,22,9,7,5,10,7,7
